author,bookmark_count,comment_count,create_date,description,gif_zip_url,height,id,illust_type,like_count,original_url,page_count,referer,regular_url,small_url,tags,thumb_url,title,upload_date,view_count,width 
しらび,728,1,2010-08-18T15:38:30+00:00,初めての同人誌です 緊張しています。 今回、同人誌を出すにあたり、すばらしい絵師さん達がゲストとして参加協力してくださいました。  IsII さん  user/492462    切符 さん  user/27410    山×2 さん  user/101608    pun2 さん  user/861925    そいの人(玖条イチソ) さん  user/186655   人数多いですが、その分いい感じの本になったと思います。 興味ありましたらよろしくお願いします＾＾,,687,12656722,0,1205,https://i.pximg.net/img-original/img/2010/08/19/00/38/30/12656722_p0.png,1,https://www.pixiv.net/artworks/12656722,https://i.pximg.net/img-master/img/2010/08/19/00/38/30/12656722_p0_master1200.jpg,https://i.pximg.net/c/540x540_70/img-master/img/2010/08/19/00/38/30/12656722_p0_master1200.jpg,COMITIA コミティア93 表紙 オリジナル500users入り,https://i.pximg.net/c/250x250_80_a2/img-master/img/2010/08/19/00/38/30/12656722_p0_square1200.jpg,COMITIA93の表紙です,2010-08-18T15:38:30+00:00,65539,687
しらび,2043,11,2010-08-26T16:31:31+00:00,まだまだ暑い日が続きますね・・・ 残暑お見舞い申し上げます  http://shindanmaker.com/42510  で出た、shirabiiは『【髪】ポニーテール【性格】ク－デレ 【属性】スク水【弱点】オタク』です。 を描いてみました   ツインテにしてるし・・・タグに突っ込まれるまで気づかなかったです。 スク水のツインテが描きたかったんでしょう、きっとそうです・・・ きっと ポニーテールごめんなさい  8/27のDR12位をいただきました ありがとうございました＾＾,,1207,12835896,0,2675,https://i.pximg.net/img-original/img/2010/08/27/01/31/31/12835896_p0.png,1,https://www.pixiv.net/artworks/12835896,https://i.pximg.net/img-master/img/2010/08/27/01/31/31/12835896_p0_master1200.jpg,https://i.pximg.net/c/540x540_70/img-master/img/2010/08/27/01/31/31/12835896_p0_master1200.jpg,オリジナル スク水 萌えキャラクっター やわらかそうな水 残暑見舞い 水面 オリジナル1000users入り,https://i.pximg.net/c/250x250_80_a2/img-master/img/2010/08/27/01/31/31/12835896_p0_square1200.jpg,残暑お見舞い申し上げます,2010-08-26T16:31:31+00:00,131092,1207
しらび,1748,3,2010-10-03T17:10:50+00:00,８月２９日のコミティアで出した本の1部です。  気がついたら10月・・・ 1ヶ月も投稿してなかったんですね これからはこまめに投稿していきたいです,,1215,13660629,0,2789,https://i.pximg.net/img-original/img/2010/10/04/02/10/50/13660629_p0.png,1,https://www.pixiv.net/artworks/13660629,https://i.pximg.net/img-master/img/2010/10/04/02/10/50/13660629_p0_master1200.jpg,https://i.pximg.net/c/540x540_70/img-master/img/2010/10/04/02/10/50/13660629_p0_master1200.jpg,オリジナル 看板娘 頭に手 ふつくしい オリジナル1000users入り ハイアングル,https://i.pximg.net/c/250x250_80_a2/img-master/img/2010/10/04/02/10/50/13660629_p0_square1200.jpg,通学路,2010-10-03T17:10:50+00:00,100772,1215
しらび,4499,11,2010-10-17T17:21:25+00:00,16&#44;17日に開催されたピクシブフェスタvol.4に展示させて頂いたものです 沢山の人が会場に足を運んでくださり、感想なども書いていただいて、 とても楽しい2日間でした ありがとうございました 10/18付けのDR13位をいただきました こちらもありがとうございました。,,834,13958327,0,4761,https://i.pximg.net/img-original/img/2010/10/18/02/21/25/13958327_p0.jpg,1,https://www.pixiv.net/artworks/13958327,https://i.pximg.net/img-master/img/2010/10/18/02/21/25/13958327_p0_master1200.jpg,https://i.pximg.net/c/540x540_70/img-master/img/2010/10/18/02/21/25/13958327_p0_master1200.jpg,pixivフェスタ オリジナル 逆光 ハイセンス 冬 オリジナル3000users入り,https://i.pximg.net/c/250x250_80_a2/img-master/img/2010/10/18/02/21/25/13958327_p0_square1200.jpg,帰路,2010-10-17T17:21:25+00:00,130597,834
しらび,2103,19,2010-11-11T15:48:06+00:00,許可を頂いたので宣伝です 11月11日にPHP研究所様のスマッシュ文庫から発売された 「彼女を言い負かすのはたぶん無理」 というライトノベル作品の挿絵を描かせていただきました。  http://www.php.co.jp/comics/smash/  どうぞよろしくお願いします。 感想などもいただけるとうれしいです。  無断転載&#44;使用はやめてください、よろしくお願いします,,526,14504740,0,3340,https://i.pximg.net/img-original/img/2010/11/12/00/48/06/14504740_p0.jpg,1,https://www.pixiv.net/artworks/14504740,https://i.pximg.net/img-master/img/2010/11/12/00/48/06/14504740_p0_master1200.jpg,https://i.pximg.net/c/540x540_70/img-master/img/2010/11/12/00/48/06/14504740_p0_master1200.jpg,彼女を言い負かすのはたぶん無理 挿絵 仕事絵 踏まれたい べっぴんさん 金髪ロング,https://i.pximg.net/c/250x250_80_a2/img-master/img/2010/11/12/00/48/06/14504740_p0_square1200.jpg,彼女を言い負かすのはたぶん無理,2010-11-11T15:48:06+00:00,187817,526
しらび,1512,3,2010-12-28T03:47:03+00:00,ムービック様から2011年2月3日に アニメイト・ゲーマーズ限定で販売されます 語りかけCD『恋する方言（ことば） ～方言恋愛 side B 金沢編～』 のＣＤジャケットイラスト、他3枚を描かせていただきました。   http://www.animate.co.jp/special/hougenb/  出演 : 能登麻美子 さん 上記のURLにて予約やサンプルボイスも聴くことができるようです。 是非ともよろしくお願いします！,,490,15497578,0,2532,https://i.pximg.net/img-original/img/2010/12/28/12/47/03/15497578_p0.jpg,1,https://www.pixiv.net/artworks/15497578,https://i.pximg.net/img-master/img/2010/12/28/12/47/03/15497578_p0_master1200.jpg,https://i.pximg.net/c/540x540_70/img-master/img/2010/12/28/12/47/03/15497578_p0_master1200.jpg,CDジャケット 恋する方言 ふつくしい 方言は言葉のアクセサリー 女子高生 絵 なにこれ素敵 ボブカット 宇佐美みずき,https://i.pximg.net/c/250x250_80_a2/img-master/img/2010/12/28/12/47/03/15497578_p0_square1200.jpg,恋する方言,2010-12-28T03:47:03+00:00,129027,490
しらび,1177,8,2011-01-03T12:14:02+00:00,もう3日も終わりそうですが、明けましておめでとうございます。 今年も色々な絵を描けるように頑張っていこうと思います。,,493,15668300,0,2217,https://i.pximg.net/img-original/img/2011/01/03/21/14/02/15668300_p0.png,1,https://www.pixiv.net/artworks/15668300,https://i.pximg.net/img-master/img/2011/01/03/21/14/02/15668300_p0_master1200.jpg,https://i.pximg.net/c/540x540_70/img-master/img/2011/01/03/21/14/02/15668300_p0_master1200.jpg,2011 年賀 手塚ゾーン,https://i.pximg.net/c/250x250_80_a2/img-master/img/2011/01/03/21/14/02/15668300_p0_square1200.jpg,明けましておめでとうございます,2011-01-03T12:14:02+00:00,114093,493
しらび,1297,2,2010-12-09T17:12:34+00:00,同人音楽サークルSprite WingさんのCDのイラストを描かせていただきました  2010年12月31日   コミックマーケット79 3日目 東ラ-08b「Sprite Wing」  にて頒布されます。  詳細は下記のURL、部分的に曲の試聴もできるそうです。  http://spritewing.com/cd/ua/  興味ありましたらよろしくお願いします。,,1142,15088798,0,2344,https://i.pximg.net/img-original/img/2010/12/10/02/12/34/15088798_p0.jpg,1,https://www.pixiv.net/artworks/15088798,https://i.pximg.net/img-master/img/2010/12/10/02/12/34/15088798_p0_master1200.jpg,https://i.pximg.net/c/540x540_70/img-master/img/2010/12/10/02/12/34/15088798_p0_master1200.jpg,オリジナル 音楽 C79 オリジナル1000users入り ヘッドホン,https://i.pximg.net/c/250x250_80_a2/img-master/img/2010/12/10/02/12/34/15088798_p0_square1200.jpg,Universal Arts,2010-12-09T17:12:34+00:00,121115,1142
しらび,2107,25,2011-01-26T12:21:36+00:00,以前スティッカム配信している時に、線画もあげると言っていた気がするので 投稿してみました １つ前の作品  illust/16174177  の線画です。 原寸大なので大きいです。,,3805,16188368,0,2394,https://i.pximg.net/img-original/img/2011/01/26/21/21/36/16188368_p0.png,1,https://www.pixiv.net/artworks/16188368,https://i.pximg.net/img-master/img/2011/01/26/21/21/36/16188368_p0_master1200.jpg,https://i.pximg.net/c/540x540_70/img-master/img/2011/01/26/21/21/36/16188368_p0_master1200.jpg,線画 塗ってもいいのよ 評価不要 むしろ塗りたくなる線画 なにこれかわいい 恐れ多くて塗れない,https://i.pximg.net/c/250x250_80_a2/img-master/img/2011/01/26/21/21/36/16188368_p0_square1200.jpg,花狐煙　線画,2011-01-26T12:21:36+00:00,128026,3805
しらび,18066,34,2011-01-25T15:28:12+00:00,柊椋さん(  user/20341  )に壁紙を作っていただきました！  着物狐さん いくつか色のバリエーションを作ってみた中のひとつです。 今までピンクの髪というのがあまり無かったのでこういうのもいいかと 1/26DR3位、1/27DR1位ありがとうございます！ 閲覧、評価、ブクマしてくださった方々、 多くの方に見ていただいて、すごくうれしいです。   ,,1920,16174177,0,17465,https://i.pximg.net/img-original/img/2011/01/26/00/28/12/16174177_p0.jpg,1,https://www.pixiv.net/artworks/16174177,https://i.pximg.net/img-master/img/2011/01/26/00/28/12/16174177_p0_master1200.jpg,https://i.pximg.net/c/540x540_70/img-master/img/2011/01/26/00/28/12/16174177_p0_master1200.jpg,惚れた WUXGA クリック推奨 正座 着物 ケモノ耳 合作 オリジナル オリジナル10000users入り,https://i.pximg.net/c/250x250_80_a2/img-master/img/2011/01/26/00/28/12/16174177_p0_square1200.jpg,花狐煙,2011-01-25T15:28:12+00:00,544102,1920
しらび,4665,8,2011-02-26T18:21:05+00:00,3月13日の例大祭にて 明星かがよさん  user/693172  のサークル あったかいとこ(スペース：さ-10b)にて頒布される  「射命丸文・犬走椛・姫海棠はたて」 天狗キャラクターフルカラーイラスト集 「Triangler -トライアングラー-」   http://www.triangler.info/index.html  に寄稿させていただきました。 すばらしい絵師さんが集まったイラスト本になっています。 どうぞよろしくお願いします！,,480,16988865,0,5225,https://i.pximg.net/img-original/img/2011/02/27/03/21/05/16988865_p0.jpg,1,https://www.pixiv.net/artworks/16988865,https://i.pximg.net/img-master/img/2011/02/27/03/21/05/16988865_p0_master1200.jpg,https://i.pximg.net/c/540x540_70/img-master/img/2011/02/27/03/21/05/16988865_p0_master1200.jpg,例大祭8 天狗合同誌 Triangler 東方 射命丸文 風神録 伝統の幻想ブン屋 なにこれかっこいい 二刀流 東方Project3000users入り,https://i.pximg.net/c/250x250_80_a2/img-master/img/2011/02/27/03/21/05/16988865_p0_square1200.jpg,Triangler,2011-02-26T18:21:05+00:00,200724,480
しらび,8173,50,2011-04-01T08:28:48+00:00,配信で描いていたシスターさん。 題名は配信中の一言,,1094,17822404,0,8711,https://i.pximg.net/img-original/img/2011/04/01/17/28/48/17822404_p0.jpg,1,https://www.pixiv.net/artworks/17822404,https://i.pximg.net/img-master/img/2011/04/01/17/28/48/17822404_p0_master1200.jpg,https://i.pximg.net/c/540x540_70/img-master/img/2011/04/01/17/28/48/17822404_p0_master1200.jpg,癒された シスター オリジナル パンチラ ステンドグラス ロリ 安心の白 オリジナル7500users入り とても神聖な行為,https://i.pximg.net/c/250x250_80_a2/img-master/img/2011/04/01/17/28/48/17822404_p0_square1200.jpg,神託のチラリズム,2011-04-01T08:28:48+00:00,286242,1094
しらび,24715,34,2011-04-05T00:36:23+00:00,５月５日のコミティア受かっていました。  スペースはS08bです。 内容はフルカラーイラストの「制服女の子本」になります      興味ありましたらお越しください。,,691,17930629,0,23631,https://i.pximg.net/img-original/img/2011/04/05/09/36/23/17930629_p0.jpg,1,https://www.pixiv.net/artworks/17930629,https://i.pximg.net/img-master/img/2011/04/05/09/36/23/17930629_p0_master1200.jpg,https://i.pximg.net/c/540x540_70/img-master/img/2011/04/05/09/36/23/17930629_p0_master1200.jpg,日本刀 COMITIA96 オリジナル 制服 うなじ 帯刀女子高生 オリジナル10000users入り 黒セーラー セーラー服 刀ヒロイン,https://i.pximg.net/c/250x250_80_a2/img-master/img/2011/04/05/09/36/23/17930629_p0_square1200.jpg,COMITIA96,2011-04-05T00:36:23+00:00,644963,691
しらび,15895,38,2011-03-01T15:23:27+00:00,機嫌悪いのです,,1420,17058672,0,17886,https://i.pximg.net/img-original/img/2011/03/02/00/23/27/17058672_p0.jpg,1,https://www.pixiv.net/artworks/17058672,https://i.pximg.net/img-master/img/2011/03/02/00/23/27/17058672_p0_master1200.jpg,https://i.pximg.net/c/540x540_70/img-master/img/2011/03/02/00/23/27/17058672_p0_master1200.jpg,VOCALOID 初音ミク ジト目 縞パン 裏腿 ドMホイホイ クリック推奨 VOCALOID10000users入り パンチラ,https://i.pximg.net/c/250x250_80_a2/img-master/img/2011/03/02/00/23/27/17058672_p0_square1200.jpg,メンテ中につき,2011-03-01T15:23:27+00:00,707646,1420
しらび,8045,13,2011-02-23T15:11:35+00:00,3/13 例大祭 し-48a Infinity-Dさん   http://infinity-d.jp/  のスペースにて配布される BUGSENさん  http://bugsen.freeiz.com/  のCD「period」のイラストを描かせていただきました  歌い手（大宮獏さん）  http://www.nicovideo.jp/watch/sm13688641  よろしくお願いします！  追記：5/8の例大祭にて頒布される事になったそうです 興味ある方よろしくお願いします。,,763,16913088,0,8614,https://i.pximg.net/img-original/img/2011/02/24/00/11/35/16913088_p0.jpg,1,https://www.pixiv.net/artworks/16913088,https://i.pximg.net/img-master/img/2011/02/24/00/11/35/16913088_p0_master1200.jpg,https://i.pximg.net/c/540x540_70/img-master/img/2011/02/24/00/11/35/16913088_p0_master1200.jpg,東方 音楽 スカーレット姉妹 レミリア・スカーレット フランドール・スカーレット 紅魔館 ふつくしい 正方形 レミフラ 東方Project7500users入り,https://i.pximg.net/c/250x250_80_a2/img-master/img/2011/02/24/00/11/35/16913088_p0_square1200.jpg,「period」,2011-02-23T15:11:35+00:00,297272,763
しらび,722,10,2011-06-02T16:04:34+00:00,許可いただいたのでお仕事の宣伝です。 以前描かせていただいたPHP研究所スマッシュ文庫から発刊されている 「彼女を言い負かすのはたぶん無理」 の新刊が6/10に発売します。 挿絵も増えてボリュームあると思います。 どうぞよろしくお願いします！  amazonにもあるみたいです  http://p.tl/9r9u   作品紹介のPV作ったそうです  http://www.nicovideo.jp/watch/sm14627973 ,,447,19346536,0,1946,https://i.pximg.net/img-original/img/2011/06/03/01/04/34/19346536_p0.jpg,1,https://www.pixiv.net/artworks/19346536,https://i.pximg.net/img-master/img/2011/06/03/01/04/34/19346536_p0_master1200.jpg,https://i.pximg.net/c/540x540_70/img-master/img/2011/06/03/01/04/34/19346536_p0_master1200.jpg,彼女を言い負かすのはたぶん無理 挿絵 ディベート部,https://i.pximg.net/c/250x250_80_a2/img-master/img/2011/06/03/01/04/34/19346536_p0_square1200.jpg,彼女を言い負かすのはたぶん無理２,2011-06-02T16:04:34+00:00,125229,447
しらび,1678,6,2011-05-12T03:30:54+00:00,5日のコミティアお疲れ様でした 沢山の方が来て下さって本当にうれしかったです。  ブログですでに記載していますが、数日前から メロンブックスさんにてコミティアの新刊委託始まりました。 下のURLにて、少ないですがサンプルでもう一枚作品が見れます。 興味ある方よろしくお願いします！  http://shop.melonbooks.co.jp/shop/sp_212001040854_lif_lif.php?LIVRET=off   まだ在庫あるみたいです,,416,18827701,0,2732,https://i.pximg.net/img-original/img/2011/05/12/12/30/54/18827701_p0.jpg,1,https://www.pixiv.net/artworks/18827701,https://i.pximg.net/img-master/img/2011/05/12/12/30/54/18827701_p0_master1200.jpg,https://i.pximg.net/c/540x540_70/img-master/img/2011/05/12/12/30/54/18827701_p0_master1200.jpg,COMITIA96 委託宣伝 評価不要 再販希望,https://i.pximg.net/c/250x250_80_a2/img-master/img/2011/05/12/12/30/54/18827701_p0_square1200.jpg,コミティア新刊委託してます,2011-05-12T03:30:54+00:00,102807,416
しらび,8963,27,2011-05-02T05:09:53+00:00,リクエストで、すーぱーそに子ちゃん描きました  色が難しいです,,888,18568806,0,9345,https://i.pximg.net/img-original/img/2011/05/02/14/09/53/18568806_p0.jpg,1,https://www.pixiv.net/artworks/18568806,https://i.pximg.net/img-master/img/2011/05/02/14/09/53/18568806_p0_master1200.jpg,https://i.pximg.net/c/540x540_70/img-master/img/2011/05/02/14/09/53/18568806_p0_master1200.jpg,なにこれかわいすぎる ニトロプラス すーぱーそに子 君と一緒に Nitro+ 野生のニトロプラス 萌えた すーぱーそに子5000users入り,https://i.pximg.net/c/250x250_80_a2/img-master/img/2011/05/02/14/09/53/18568806_p0_square1200.jpg,そに子,2011-05-02T05:09:53+00:00,307146,888
しらび,501,5,2010-06-13T15:55:59+00:00,フェス絵も投稿することにします 本当は描き直したいくらいなんですが・・・  ピクフェスに来てくださった方、評価してくれた方、声かけてくれた方、本当にありがとうございました。もう満足すぎて死にました すごい充実した2日間でした＾＾,,1878,11270756,0,1259,https://i.pximg.net/img-original/img/2010/06/14/00/55/59/11270756_p0.png,1,https://www.pixiv.net/artworks/11270756,https://i.pximg.net/img-master/img/2010/06/14/00/55/59/11270756_p0_master1200.jpg,https://i.pximg.net/c/540x540_70/img-master/img/2010/06/14/00/55/59/11270756_p0_master1200.jpg,オリジナル 死んでました pixivフェスタ オリジナル250users入り,https://i.pximg.net/c/250x250_80_a2/img-master/img/2010/06/14/00/55/59/11270756_p0_square1200.jpg,暗転,2010-06-13T15:55:59+00:00,65361,1878
しらび,13709,34,2011-07-23T15:06:36+00:00,夏コミ合同スペースのゆーげんさん  user/806502  の まどマギ本  illust/20492786  にゲストイラストを描かせていただきました。,,542,20539689,0,16438,https://i.pximg.net/img-original/img/2011/07/24/00/06/36/20539689_p0.jpg,1,https://www.pixiv.net/artworks/20539689,https://i.pximg.net/img-master/img/2011/07/24/00/06/36/20539689_p0_master1200.jpg,https://i.pximg.net/c/540x540_70/img-master/img/2011/07/24/00/06/36/20539689_p0_master1200.jpg,魔法少女まどか☆マギカ C80 暁美ほむら リボンほむら 黒翼ほむら これは良いほむほむ まどか☆マギカ10000users入り ふつくしい… 我々の業界ではご褒美です 斎藤千和,https://i.pximg.net/c/250x250_80_a2/img-master/img/2011/07/24/00/06/36/20539689_p0_square1200.jpg,ほむほむ,2011-07-23T15:06:36+00:00,559351,542
しらび,4830,7,2010-05-21T15:00:40+00:00,スティッカム配信中に決めた適当企画に、 pun2さん  user/861925  山×2さん  user/101608  コバシコさん  user/924732   IsIIさん  user/492462  という4人の素敵な絵師さんが参加してくれました。１人では完成することができなかった企画です、4人には本当に感謝です＞＜  担当したキャラ 自分：ゆり・立華奏・ひさ子・野田・斉藤 pun2さん：音無・日向・直井・入江・大山・竹山 山×2さん：岩沢・藤巻・松下 コバシコさん：ゆい・関根・TK・チャー IsIIさん：椎名・遊佐・高松  ロゴの方はこちらからお借りしました  illust/10268559   最終的な画像調整は、IsIIさんにしていただきました 各人のコメントを頂きました。  pun2さん： 「NO.9よ永遠に！」  山×2さん: 壮観快感ｴｸｽﾀｽｨｰｰ! 最高に楽しい合作絵ですた! ABまじ最高PAworks地元の誇りですｷｬｯﾎｩ! (ﾟ＊ﾟ)ｵｹﾂｰ  コバシコさん:  ほほｗｗｗｗｗｗｗABの合作絵ですぞｗｗｗｗユイニャン！！！！！        ゆいにゃん！！！！！！！！！！ﾌﾝﾌﾝﾌﾝﾌﾝﾌﾝﾌﾝﾌﾝｯ   IsIIさん:作業中の会話ログより抜粋↓      「俺写真集買って帰ってきたよ      ちんこさわったね      慣れって怖いよほんと— IsII&#44; 2010年5月19日 18:03」       ここに今、新しい名言が生まれた…。  みんなひどいｗ,,3015,10786544,0,4064,https://i.pximg.net/img-original/img/2010/05/22/00/00/40/10786544_p0.png,1,https://www.pixiv.net/artworks/10786544,https://i.pximg.net/img-master/img/2010/05/22/00/00/40/10786544_p0_master1200.jpg,https://i.pximg.net/c/540x540_70/img-master/img/2010/05/22/00/00/40/10786544_p0_master1200.jpg,もはや上裸がデフォ フィッシュ斉藤 大山くんマジ大山 死んだ世界戦線 集合絵 高松の存在感 AngelBeats! SSS AB1000users入り,https://i.pximg.net/c/250x250_80_a2/img-master/img/2010/05/22/00/00/40/10786544_p0_square1200.jpg,戦線オールスターズ,2010-05-21T15:00:40+00:00,128102,3015
しらび,2600,15,2011-08-19T16:46:01+00:00,夏コミお疲れ様でした。 当日スペースに来てくださった方ありがとうございました。 冬も頑張りたいです。  夏のシュタゲ本の委託がメロンブックスさんにてはじまりました。 興味ある方よろしくお願いします。  http://shop.melonbooks.co.jp/shop/sp_212001043993_lif_lif2.php ,,837,21177470,0,3398,https://i.pximg.net/img-original/img/2011/08/20/01/46/01/21177470_p0.jpg,1,https://www.pixiv.net/artworks/21177470,https://i.pximg.net/img-master/img/2011/08/20/01/46/01/21177470_p0_master1200.jpg,https://i.pximg.net/c/540x540_70/img-master/img/2011/08/20/01/46/01/21177470_p0_master1200.jpg,steins;gate まゆしぃの可愛さも異常 助手かわいい オカリンイケメソ ラボメン フェイリス・ニャンニャン フェイリスの可愛さも異常 ルカ子の可愛さも異常 steins;gate1000users入り ダルのかわいさも異常,https://i.pximg.net/c/250x250_80_a2/img-master/img/2011/08/20/01/46/01/21177470_p0_square1200.jpg,steins;gate,2011-08-19T16:46:01+00:00,90613,837
しらび,5084,6,2011-12-26T06:43:59+00:00,ゆーげんさん  user/806502  の冬コミ、ギルティクラウン本「gadget」にゲストとしてイラストを寄稿させていただきました。       スペースは３日目  東地区  シ10b  キャッスルトン になります。,,550,23911085,0,5169,https://i.pximg.net/img-original/img/2011/12/26/15/43/59/23911085_p0.jpg,1,https://www.pixiv.net/artworks/23911085,https://i.pximg.net/img-master/img/2011/12/26/15/43/59/23911085_p0_master1200.jpg,https://i.pximg.net/c/540x540_70/img-master/img/2011/12/26/15/43/59/23911085_p0_master1200.jpg,ギルティクラウン ゲスト絵 桜満集 恙神涯 透き通るふつくしさ ナイスガイ ギルクラ1000users入り 神か 親友,https://i.pximg.net/c/250x250_80_a2/img-master/img/2011/12/26/15/43/59/23911085_p0_square1200.jpg,gadget,2011-12-26T06:43:59+00:00,116973,550
しらび,11197,20,2011-12-21T15:10:59+00:00,冬コミの表紙になります 3日目土曜日 東地区“シ”ブロック－10a にて参加します。 ゲスト絵をユウキさん  user/9686        ゆーげんさん  user/806502   大熊猫介さん  user/363775   の御三方に描いていただきました。 当日はゆーげんさんと合体スペースです 少量ですが紙袋とかも作ってみました。興味ありましたらお越しください。 少し色調整しました http://twitpic.com/7wd54r/full ,,855,23797948,0,11034,https://i.pximg.net/img-original/img/2011/12/22/00/10/59/23797948_p0.jpg,1,https://www.pixiv.net/artworks/23797948,https://i.pximg.net/img-master/img/2011/12/22/00/10/59/23797948_p0_master1200.jpg,https://i.pximg.net/c/540x540_70/img-master/img/2011/12/22/00/10/59/23797948_p0_master1200.jpg,Fate/Zero C81 セイバー アヴァロン 全て遠き理想郷 ふつくしい アルトリア・ペンドラゴン 約束された勝利の剣 Fate Fate/Zero10000users入り,https://i.pximg.net/c/250x250_80_a2/img-master/img/2011/12/22/00/10/59/23797948_p0_square1200.jpg,Fate/Zero,2011-12-21T15:10:59+00:00,194280,855
しらび,14394,39,2011-11-05T15:05:28+00:00,Fate/Zero面白いですね 今後も楽しみです この絵は冬コミの本に入れる予定です,,690,22871251,0,14027,https://i.pximg.net/img-original/img/2011/11/06/00/05/28/22871251_p0.jpg,1,https://www.pixiv.net/artworks/22871251,https://i.pximg.net/img-master/img/2011/11/06/00/05/28/22871251_p0_master1200.jpg,https://i.pximg.net/c/540x540_70/img-master/img/2011/11/06/00/05/28/22871251_p0_master1200.jpg,Fate/Zero C81 セイバー 約束された勝利の剣 エクスカリバー 麗しい Zeroセイバー Fate/Zero10000users入り アルトリア・ペンドラゴン,https://i.pximg.net/c/250x250_80_a2/img-master/img/2011/11/06/00/05/28/22871251_p0_square1200.jpg,セイバーさん,2011-11-05T15:05:28+00:00,247229,690
しらび,8579,26,2011-07-02T15:08:29+00:00,夏コミで出す予定のシュタインズゲート本の表紙です。 実際にはトリミングして足のほうは入れないかもしれません 胸ポケット逆でした すみません 本にする際に直します  素材お借りしました  illust/7846625    NOCOさん  user/417796   IsIIさん  user/492462   ピスケさん  user/120146   hakusさん  user/127204   の４人にゲストイラストを描いていただきました 感謝しかないです  ゆーげんさん  user/806502  と 合体スペースです よろしくお願いします。  メロンブックスさんにて委託はじまりました。  http://shop.melonbooks.co.jp/shop/sp_212001043993_lif_lif2.php ,,1088,20039301,0,9030,https://i.pximg.net/img-original/img/2011/07/03/00/08/29/20039301_p0.jpg,1,https://www.pixiv.net/artworks/20039301,https://i.pximg.net/img-master/img/2011/07/03/00/08/29/20039301_p0_master1200.jpg,https://i.pximg.net/c/540x540_70/img-master/img/2011/07/03/00/08/29/20039301_p0_master1200.jpg,C80 steins;gate 牧瀬紅莉栖 素晴らしいふともも なにこれ素敵 助手 クリスティーナ Steins;Gate 仰臥 steins;gate5000users入り,https://i.pximg.net/c/250x250_80_a2/img-master/img/2011/07/03/00/08/29/20039301_p0_square1200.jpg,クリスティーナ,2011-07-02T15:08:29+00:00,269243,1088
しらび,4243,9,2011-10-22T19:19:32+00:00,コミティア98の表紙になります。  開催が10/30で季節が秋なので、表紙もそれに合わせてみました。 中身はモノクロのラフや線画の本になります。  スペースは ”へ19b” です 無事終了しました。お越しくださった方本当にありがとうございました！ この本は後日委託などもする予定です。,,594,22561383,0,4991,https://i.pximg.net/img-original/img/2011/10/23/04/19/32/22561383_p0.jpg,1,https://www.pixiv.net/artworks/22561383,https://i.pximg.net/img-master/img/2011/10/23/04/19/32/22561383_p0_master1200.jpg,https://i.pximg.net/c/540x540_70/img-master/img/2011/10/23/04/19/32/22561383_p0_master1200.jpg,COMITIA 秋 fall 三つ編み 白ハイソックス 横臥 オリジナル3000users入り,https://i.pximg.net/c/250x250_80_a2/img-master/img/2011/10/23/04/19/32/22561383_p0_square1200.jpg,COMITIA98,2011-10-22T19:19:32+00:00,94069,594
しらび,955,3,2012-04-28T08:18:50+00:00,コミティア100参加します 去年に引き続き、制服イラスト本を作りました(終わってません頑張ります） スペースは「ぼ-47b」になります よろしくお願いします。,,925,26851754,0,1650,https://i.pximg.net/img-original/img/2012/04/28/17/18/50/26851754_p0.jpg,1,https://www.pixiv.net/artworks/26851754,https://i.pximg.net/img-master/img/2012/04/28/17/18/50/26851754_p0_master1200.jpg,https://i.pximg.net/c/540x540_70/img-master/img/2012/04/28/17/18/50/26851754_p0_master1200.jpg,COMITIA100 オリジナル 制服 黒スト ハイアングル,https://i.pximg.net/c/250x250_80_a2/img-master/img/2012/04/28/17/18/50/26851754_p0_square1200.jpg,COMITIA100,2012-04-28T08:18:50+00:00,53418,925
しらび,20136,29,2012-04-30T17:00:24+00:00,コミティアの本の中の１枚です 委託開始しました  http://shop.melonbooks.co.jp/shop/sp_212001050560_lif_lif4.php  ,,1003,26924969,0,20095,https://i.pximg.net/img-original/img/2012/05/01/02/00/24/26924969_p0.jpg,1,https://www.pixiv.net/artworks/26924969,https://i.pximg.net/img-master/img/2012/05/01/02/00/24/26924969_p0_master1200.jpg,https://i.pximg.net/c/540x540_70/img-master/img/2012/05/01/02/00/24/26924969_p0_master1200.jpg,オリジナル ものすごい浮遊感 八重歯 スパッツ すごい躍動感 セーラー服 銀河系まで飛んで行け～! 黒髪ロング 青の衝撃 オリジナル10000users入り,https://i.pximg.net/c/250x250_80_a2/img-master/img/2012/05/01/02/00/24/26924969_p0_square1200.jpg,宇宙遊泳,2012-04-30T17:00:24+00:00,310379,1003
